<name4> = <val5>	<name4> に <val5> を代入
<name4> = <name6> . rsplit ( <name2> , <val3> )	<name2> を区切り文字、最大分割数を <val3> に設定して <name6> を最後から分割してリストに直し、 <name4> に代入する
<name6> = <name5> . rsplit ( <name3> , <val1> )	<name3> を区切り文字、最大分割数を <val1> に設定して <name5> を最後から分割してリストに直された結果を <name6> とする
<name3> = <name6> . rsplit ( <name4> , <val2> )	<name4> を区切り文字、最大分割数を <val2> に設定して <name6> を末尾から分割してリスト型にして返して、 <name3> とする
<name3> = <name4> . rsplit ( <name1> , <val6> )	<name1> を区切り文字、最大分割数を <val6> に設定して <name4> を末尾から分割してリスト型にして返した結果を <name3> に代入する
<name1> = <name4> . rsplit ( <name2> , <val6> )	<name2> を区切り文字、最大分割数を <val6> に設定して値 <name4> を最後から分割してリストに直して、 <name1> にする
<name6> = <name4> . rsplit ( <name1> , <val5> )	<name1> を区切り文字、最大分割数を <val5> に設定して値 <name4> を最後から分割してリストに直した結果を <name6> にする
<name3> = <name1> . rsplit ( <name5> , <val6> )	<name5> を区切り文字、最大分割数を <val6> に指定して <name1> を最後から分割してリスト型に直し、 <name3> とする
<name2> = <name4> . rsplit ( <name5> , <val3> )	<name5> を区切り文字、最大分割数を <val3> に指定して <name4> を最後から分割してリスト型に直した結果を <name2> にする
<name1> = <name4> . rsplit ( <name6> , <val3> )	<name6> を区切り文字、最大分割数を <val3> に設定して <name4> を末尾から分割してリストにして返して、 <name1> に代入する
<name6> = <name4> . rsplit ( <name2> , <val1> )	<name2> を区切り文字、最大分割数を <val1> に設定して <name4> を末尾から分割してリストにして返した結果を <name6> とする
<name1> = <name2> . rsplit ( <name3> , <val6> )	<name3> を区切り文字、最大分割数を <val6> に設定して <name2> を最後から分割してリストにして返して、 <name1> とする
<name5> = <name6> . rsplit ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name6> を最後から分割してリストにして返された結果を <name5> に代入する
<name2> = <name3> . rsplit ( <name5> , <val1> )	<name5> を区切り文字、最大分割数を <val1> に設定して <name3> を終わりから分割してリストにして返して、 <name2> に代入する
<name5> = <name2> . rsplit ( <name6> , <val4> )	<name6> を区切り文字、最大分割数を <val4> に設定して <name2> を終わりから分割してリストにして返した結果を <name5> に代入する
<name3> = <name4> . rsplit ( <name6> , <val1> )	<name6> を区切り文字、最大分割数を <val1> として値 <name4> を終わりから分割してリスト型にして返し、 <name3> にする
<name3> = <name6> . rsplit ( <name1> , <val2> )	<name1> を区切り文字、最大分割数を <val2> として値 <name6> を終わりから分割してリスト型にして返した結果を <name3> にする
<name1> = <name4> . rsplit ( <name3> , <val2> )	<name3> を区切り文字、最大分割数を <val2> として <name4> 値を終わりから分割してリストにして返し、 <name1> とする
<name3> = <name2> . rsplit ( <name4> , <val1> )	<name4> を区切り文字、最大分割数を <val1> として <name2> 値を終わりから分割してリストにして返した結果を <name3> に代入する
<name3> = <name6> . rsplit ( <name5> , <val2> )	<name5> を区切り文字、最大分割数を <val2> に設定して <name6> を終わりから分割してリスト型にして返して、 <name3> にする
<name4> = <name3> . rsplit ( <name6> , <val5> )	<name6> を区切り文字、最大分割数を <val5> に設定して <name3> を終わりから分割してリスト型にして返した結果を <name4> に代入する
<name5> = <name6> . rsplit ( <name1> , <val2> )	<name1> を区切り文字、最大分割数を <val2> に設定して <name6> 値を末尾から分割してリスト型にして返して、 <name5> とする
<name6> = <name5> . rsplit ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name5> 値を末尾から分割してリスト型にして返した結果を <name6> にする
<name4> = <name2> . rsplit ( <name3> , <val6> )	<name3> を区切り文字、最大分割数を <val6> として <name2> を終わりから分割してリストにして返して、 <name4> にする
<name1> = <name6> . rsplit ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> として <name6> を終わりから分割してリストにして返した結果を <name1> にする
<name2> = <name5> . rsplit ( <name4> , <val6> )	<name4> を区切り文字、最大分割数を <val6> に設定して値 <name5> を最後から分割してリスト型にして、 <name2> にする
<name3> = <name4> . rsplit ( <name1> , <val5> )	<name1> を区切り文字、最大分割数を <val5> に設定して値 <name4> を最後から分割してリスト型にした結果を <name3> とする
<name6> = <name3> . rsplit ( <name5> , <val4> )	<name5> を区切り文字、最大分割数を <val4> として値 <name3> を後ろから分割してリストにして返して、 <name6> に代入する
<name5> = <name2> . rsplit ( <name6> , <val1> )	<name6> を区切り文字、最大分割数を <val1> として値 <name2> を後ろから分割してリストにして返した結果を <name5> に代入する
<name5> = <name6> . rsplit ( <name4> , <val3> )	<name4> を区切り文字、最大分割数を <val3> に指定して <name6> 値を最後から分割してリスト型に直し、 <name5> に代入する
<name4> = <name5> . rsplit ( <name2> , <val1> )	<name2> を区切り文字、最大分割数を <val1> に指定して <name5> 値を最後から分割してリスト型に直した結果を <name4> とする
<name5> . replace ( <name6> , <name2> )	<name5> 内の <name6> を <name2> に置き換えた文字列
<name5> . replace ( <name1> , <name3> )	値 <name5> 内の <name1> を <name3> に置き換えた文字列
<name4> . replace ( <name1> , <name6> )	値 <name4> 内の <name1> を <name6> に置き換えたデータ
<name5> . replace ( <name6> , <name3> )	<name5> 内の <name6> を <name3> に置き換えたデータ
<name6> . replace ( <name4> , <name5> )	値 <name6> 内の <name4> を <name5> に置き換えた値
<name4> . replace ( <name6> , <name1> )	<name4> 値内の <name6> を <name1> に置き換えた文字列
<name6> . replace ( <name4> , <name2> )	<name6> 内の <name4> を <name2> に置き換えた値
<name3> . replace ( <name5> , <name2> )	<name3> 値内の <name5> を <name2> に置き換えたデータ
<name5> . replace ( <name2> , <name3> )	<name5> 値内の <name2> を <name3> に置き換えた値
<name1> = <name3> . replace ( <name2> , <name6> )	<name3> 内の <name2> を <name6> に置き換えた文字列を <name1> に代入する
<name6> = <name1> . replace ( <name5> , <name3> )	<name1> 内の <name5> を <name3> に置き換えたデータを <name6> にする
<name5> = <name4> . replace ( <name6> , <name2> )	<name4> 値内の <name6> を <name2> に置き換えた文字列を <name5> とする
<name1> = <name2> . replace ( <name5> , <name4> )	<name2> 内の <name5> を <name4> に置き換えた値を <name1> とする
<name1> = <name6> . replace ( <name3> , <name4> )	<name6> 値内の <name3> を <name4> に置き換えた値を <name1> に代入する
<name6> = <name5> . replace ( <name4> , <name2> )	値 <name5> 内の <name4> を <name2> に置き換えた文字列を <name6> とする
<name1> = <name6> . replace ( <name3> , <name4> )	値 <name6> 内の <name3> を <name4> に置き換えた値を <name1> にする
<name2> = <name4> . replace ( <name3> , <name6> )	<name4> 値内の <name3> を <name6> に置き換えたデータを <name2> とする
<name6> = <name5> . replace ( <name1> , <name3> )	値 <name5> 内の <name1> を <name3> に置き換えたデータを <name6> にする
<name6> . strip ( )	<name6> の両端から空白改行を取り除いた文字列
<name6> . strip ( )	値 <name6> の両端から空白改行を除いた値
<name5> . strip ( )	値 <name5> の両端から空白改行を除いた文字列
<name5> . strip ( )	値 <name5> の両端から空白改行を抜いたデータ
<name2> . strip ( )	<name2> 値の両端から空白改行を抜いた値
<name5> . strip ( )	<name5> 値の両端から空白改行を抜いた文字列
<name4> . strip ( )	<name4> の両端から空白改行を除いたデータ
<name4> . strip ( )	<name4> 値の両端から空白改行を取り除いた値
<name3> . strip ( )	<name3> 値の両端から空白改行を取り除いたデータ
<name6> . strip ( )	<name6> 値の両端から空白改行を除いた文字列
<name6> . strip ( )	<name6> の両端から空白改行を除いた文字列
<name6> . strip ( )	値 <name6> の両端から空白改行を取り除いたデータ
<name2> . strip ( )	値 <name2> の両端から空白改行を抜いた値
<name1> . strip ( )	値 <name1> の両端から空白改行を抜いた文字列
<name2> . strip ( )	<name2> 値の両端から空白改行を抜いたデータ
<name1> . strip ( )	<name1> の両端から空白改行を抜いたデータ
